Id,Prediction
460,4870793.539
461,5005607.76
462,8898234.829
463,3386283.298
464,5174653.899
465,4579193.559
466,6323501.813
467,4227293.091
468,3903330.288
469,4885844.978
470,5470901.112
471,6128516.266
472,4629010.572
473,4339170.194
474,6267814.049
475,5150796.071
476,4702779.417
477,4325509.239
478,4951593.481
479,6512643.116
480,3967379.348
481,11235180.249
482,3608693.284
483,5753551.12
484,5901150.337
485,4335365.245
486,4160059.24
487,6824453.662
488,4776710.295
489,3855744.38
490,5287655.108
491,3310948.615
492,4642936.899
493,4368739.671
494,5336216.698
495,4931653.298
496,5312945.23
497,5100272.517
498,3884614.241
499,4801842.312
500,4072299.806
501,3136128.05
502,4310060.414
503,4291071.739
504,4489726.822
505,3600369.557
506,4149863.427
507,4220932.197
508,3646007.7
509,5023353.71
510,5063231.258
511,5146260.558
512,2602329.431
513,9873192.806
514,4315180.711
515,2636364.739
516,3310474.025
517,5554253.494
518,4544205.088
519,4645963.198
520,6055101.157
521,7409256.688
522,6517063.951
523,5042159.585
524,4625253.887
525,5711330.807
526,6007179.713
527,4960644.378
528,6930074.148
529,4585325.074
530,4889551.15
531,4756958.755
532,6084653.254
533,3682107.312
534,5809885.927
535,5917480.692
536,4123181.013
537,4124740.623
538,5012964.885
539,7315107.918
540,5123556.047
541,3773305.909
542,3801676.369
543,5106798.675
544,4043424.312
545,3852812.435
546,3183244.961
547,5126869.964
548,4195704.37
549,5039498.237
550,4720638.83
551,4760500.982
552,5682464.559
553,6564264.098
554,4503021.961
555,5730629.48
556,3242433.835
557,5992191.895
558,4560009.193
559,3130357.223
560,5381163.066
561,6151274.653
562,3538514.417
563,4341889.57
564,4052199.767
565,5072821.127
566,3387100.48
567,6191282.808
568,4655079.485
569,4256053.907
570,6495301.351
571,3322012.336
572,4571323.583
573,4902726.509
574,5188282.991
575,3346760.237
576,11317864.784
577,5735932.748
578,4667493.967
579,3719690.958
580,5316118.763
581,5414885.45
582,4755556.116
583,5773216.571
584,5147525.26
585,7570718.583
586,4954932.66
587,4741694.362
588,6747500.732
589,5611013.594
590,5513791.32
591,4179626.384
592,5299316.269
593,5151188.917
594,4622296.401
595,4679209.328
596,3818633.893
597,3598915.313
598,4480998.828
599,5619054.984
600,8835132.296
601,4934047.896
602,5612124.875
603,3753578.682
604,3432778.275
605,3987845.816
606,2973862.709
607,4490516.576
608,3997919.289
609,6374748.524
610,6793905.094
611,2654913.247
612,6599577.46
613,5003714.149
614,6345034.977
615,3289259.255
616,6464841.458
617,5729777.342
618,6507159.174
619,4000532.458
620,4366886.858
621,11161590.4
622,4164996.931
623,4096548.71
624,3353773.402
625,6335879.626
626,5721207.485
627,4299827.88
628,3891813.929
629,4567050.698
630,8550378.18
631,6591479.087
632,6104199.895
633,6120474.445
634,3173504.848
635,3752065.072
636,6175412.431
637,3912708.139
638,4126362.619
639,4971704.583
640,4214636.171
641,6317000.685
642,3558367.367
643,4696012.156
644,5669149.465
645,3220869.61
646,5772565.18
647,4649734.465
648,3917946.571
649,4617674.275
650,2964181.15
651,5508522.796
652,8976255.778
653,4783357.438
654,3973165.073
655,5594359.446
656,4441265.92
657,3937357.671
658,5437929.84
659,4378531.015
660,8121859.368
661,8956067.487
662,6227432.468
663,6469365.262
664,3961711.287
665,4348034.357
666,4402025.639
667,3859862.588
668,4853093.897
669,5517538.595
670,9150153.725
671,5982406.349
672,4162813.63
673,4940389.334
674,8121615.145
675,5011492.535
676,5534061.715
677,3578363.949
678,5298864.574
679,5684833.824
680,3009263.409
681,4946488.136
682,4216006.641
683,4003897.79
684,4128542.484
685,4759290.928
686,3914543.448
687,2365747.653
688,4291062.3
689,4039308.203
690,4805014.362
691,3935841.808
692,3786577.572
693,4070503.422
694,3538547.657
695,3639723.497
696,5110959.582
697,5023834.126
698,5071667.293
699,4472419.378
700,6551378.333
701,7252125.554
702,5130232.388
703,5861003.134
704,6279942.77
705,7351875.01
706,5932070.405
707,5338550.502
708,5927739.321
709,3759153.443
710,4742276.776
711,9376198.91
712,5059865.663
713,3734050.525
714,4257616.204
715,5165756.576
716,3459614.216
717,3743474.491
718,5369092.885
719,5289657.288
720,6679286.296
721,10827688.606
722,3849812.303
723,3380099.945
724,5674138.926
725,4882803.871
726,3522708.317
727,5657845.128
728,4802910.419
729,5153604.887
730,3900746.708
731,5110977.592
732,3726570.423
733,8351353.504
734,4950383.402
735,3672913.823
736,4007291.974
737,4947593.083
738,3539238.009
739,3355228.131
740,4004889.512
741,4090095.946
742,5043586.542
743,3992991.273
744,8261822.329
745,5381149.008
746,3337148.45
747,4387759.369
748,4561393.415
749,6168154.856
750,8899605.152
751,4049013.333
752,4606191.674
753,2519414.963
754,3266861.537
755,4483350.029
756,3920267.936
757,5190142.644
758,4651210.743
759,5984839.677
760,4971153.929
761,5090257.58
762,3826596.261
763,4202362.255
764,5775358.29
765,4943067.583
766,4324405.316
767,4099568.883
768,5442595.986
769,4045851.73
770,3615890.722
771,3637762.269
772,5307455.634
773,3320276.783
774,3539516.528
775,5226539.171
776,3627471.861
777,3770716.596
778,4231161.07
779,3450418.556
780,3750640.525
781,3790371.109
782,5397664.024
783,4065818.358
784,10295792.139
785,4149686.509
786,5876831.543
787,5328999.706
788,6440874.117
789,5256471.397
790,3722465.547
791,7720715.954
792,4154492.687
793,3331712.242
794,3448597.494
795,5537245.551
796,3337248.772
797,5012929.822
798,4977717.816
799,5830697.478
800,5625865.676
801,9577112.337
802,3692328.129
803,4667603.875
804,9606522.249
805,3612180.891
806,8242850.966
807,5623724.535
808,4965388.055
809,3464018.447
810,6248390.626
811,5553707.574
812,4284796.938
813,4854203.74
814,2691722.836
815,5079978.284
816,5387451.735
817,3891441.351
818,3896136.838
819,3422980.841
820,4980986.327
821,5225813.622
822,4142200.555
823,4671145.564
824,4701154.648
825,5633210.343
826,6460353.305
827,2691850.789
828,5778553.827
829,3774189.988
830,5631149.517
831,5846990.039
832,7047988.989
833,5851486.103
834,4322222.537
835,5452930.935
836,2365358.901
837,5941687.415
838,6233926.833
839,2596027.933
840,3962768.094
841,4775623.897
842,4210668.333
843,3578811.178
844,4423207.517
845,4268201.461
846,5639475.745
847,4146974.567
848,3223478.034
849,4002196.406
850,3624255.225
851,4330374.939
852,10312168.851
853,3771290.988
854,4275045.765
855,5106941.224
856,6779263.207
857,4221119.769
858,4006064.754
859,5736196.036
860,3446961.738
861,5740077.726
862,5454209.374
863,6572839.304
864,5717944.502
865,10954813.516
866,5078723.327
867,3086043.755
868,4685107.231
869,4588468.616
870,3315781.663
871,5127122.34
872,4086605.374
873,5531826.093
874,4965508.208
875,3974757.272
876,4530872.651
877,6498661.583
878,3044032.603
879,5318146.39
880,4071313.561
881,3611568.462
882,7614339.151
883,5637807.825
884,4654438.062
885,5197253.11
886,3900809.86
887,5290922.026
888,3516277.901
889,4795019.701
890,3646171.377
891,5104456.774
892,6550998.355
893,4185151.584
894,6178982.422
895,4832471.727
896,4089183.081
897,4484210.431
898,4291752.405
899,6546366.931
900,3227031.552
901,5860290.65
902,5353588.47
903,5777715.163
904,3173088.459
905,5703793.58
906,7420447.221
907,5046826.07
908,5655583.619
909,4744811.81
910,4884723.304
911,5124685.97
912,4692408.687
913,3963548.583
914,5212099.649
915,4462897.243
916,2126910.962
917,6912409.218
918,4399188.392
919,3758292.795
920,4715133.308
921,3683060.725
922,4358158.282
923,5256576.636
924,5686637.107
925,7487377.526
926,5834181.29
927,4711637.502
928,6442744.558
929,5168233.266
930,5000022.19
931,3658128.064
932,5025283.837
933,6712530.273
934,3756338.796
935,4251854.127
936,3807605.328
937,5071126.959
938,4425951.903
939,6689750.163
940,6608461.341
941,3343572.6
942,4118507.787
943,5205692.649
944,6560113.369
945,3130933.8
946,5690435.124
947,3597629.357
948,4115978.703
949,4432833.507
950,5862023.781
951,3465208.507
952,3966416.197
953,4614606.512
954,5126113.889
955,4236311.996
956,6789098.374
957,10113721.608
958,4376264.504
959,4726021.542
960,5144709.913
961,5497122.738
962,6285002.958
963,5618690.313
964,7128522.34
965,3753784.284
966,4077191.612
967,4767678.481
968,4696784.587
969,4260223.757
970,3292648.44
971,3254338.031
972,3161159.436
973,3254759.628
974,4084868.655
975,3638011.357
976,2894036.443
977,5645528.983
978,4575439.983
979,9350957.591
980,6758452.636
981,2672159.593
982,3748664.618
983,7051808.207
984,9702501.871
985,5214172.814
986,3535412.646
987,5218803.851
988,6602353.182
989,3892581.558
990,9661434.078
991,2497121.756
992,7052548.43
993,5054308.303
994,6105589.87
995,3007491.251
996,6408157.499
997,5691593.82
998,3510493.941
999,6931869.928
1000,4968541.606
1001,7354640.222
1002,4892273.915
1003,4870616.165
1004,4350089.222
1005,5441227.695
1006,5823678.55
1007,5936852.892
1008,3070150.394
1009,4077790.948
1010,3946277.337
1011,8409445.417
1012,4858112.029
1013,4008881.726
1014,5839913.089
1015,4243191.577
1016,6056902.599
1017,3996388.086
1018,4012673.094
1019,6331250.639
1020,5747149.412
1021,4835641.718
1022,5014932.462
1023,4033464.005
1024,7631984.421
1025,3530713.493
1026,4258451.512
1027,5469190.568
1028,5400412.312
1029,4474973.625
1030,5806256.287
1031,4557714.244
1032,2828643.708
1033,8233894.671
1034,5085673.543
1035,3527897.799
1036,5181287.889
1037,5088471.288
1038,4965715.006
1039,5591541.957
1040,3227237.612
1041,3995590.372
1042,2624497.996
1043,4352676.105
1044,5689496.678
1045,5993466.332
1046,4917749.834
1047,5975163.584
1048,4135495.993
1049,4344507.034
1050,4095463.663
1051,3785264.534
1052,3376604.892
1053,4693958.703
1054,7011182.546
1055,2569817.072
1056,6453962.553
1057,6527657.974
1058,3597409.769
1059,5022544.157
1060,4962903.467
1061,4505427.553
1062,5503529.232
1063,6391371.109
1064,5166019.556
1065,4990644.634
1066,6527962.544
1067,5379480.423
1068,6075391.003
1069,4252649.131
1070,4196663.024
1071,3439479.508
1072,5108420.263
1073,4951575.899
1074,6686950.802
1075,3813698.801
1076,4806905.574
1077,4499866.474
1078,3420723.378
1079,4319047.359
1080,5151699.844
1081,6365448.626
1082,3660740.083
1083,5623984.402
1084,3948389.735
1085,2272398.048
1086,5260609.17
1087,5599566.087
1088,5817468.515
1089,3880814.983
1090,5096967.206
1091,4361578.059
1092,3941970.837
1093,4876329.993
1094,8944589.418
1095,5144167.179
1096,3371028.394
1097,4233877.036
1098,4673539.594
1099,4552582.966
1100,3953279.732
1101,8253369.635
1102,4881414.31
1103,4616393.936
1104,5047323.192
1105,6124714.61
1106,4515060.458
1107,5534867.772
1108,5398785.846
1109,5688068.314
1110,5265036.828
1111,4407633.721
1112,3757590.552
1113,3670126.847
1114,4344804.464
1115,4036350.602
1116,4411720.271
1117,4981008.654
1118,5761707.217
1119,3616412.823
1120,5932228.538
1121,3143822.203
1122,5490196.073
1123,6732488.337
1124,3600929.474
1125,4945610.21
1126,5131832.691
1127,3560815.185
1128,5560350.593
1129,5104591.507
1130,4402951.597
1131,4217202.943
1132,5156700.073
1133,3818665.492
1134,5015381.666
1135,2460836.764
1136,5333661.823
1137,3790834.332
1138,4920142.165
1139,5290726.554
1140,10102271.337
1141,5145047.641
1142,5151247.437
1143,3628071.569
1144,4595076.544
1145,4166724.437
1146,4824019.244
1147,9586588.036
1148,4679437.636
1149,10181094.055
1150,4959766.995
1151,3227418.016
1152,4638722.985
1153,4572314.88
1154,3711010.502
1155,3364809.677
1156,3597795.974
1157,4239418.985
1158,4761768.484
1159,4851239.356
1160,4513715.478
1161,4790647.456
1162,4712712.884
1163,4029426.074
1164,5256446.002
1165,6320695.298
1166,4933517.667
1167,4809319.249
1168,4180387.129
1169,6713051.718
1170,3979275.185
1171,4215411.623
1172,2251279.16
1173,6667585.692
1174,3266861.537
1175,4521243.777
1176,5578755.191
1177,5206943.089
1178,4100007.271
1179,5342954.883
1180,5761389.832
1181,5720770.991
1182,5264831.551
1183,3414689.732
1184,4781023.72
1185,3100316.317
1186,4734583.166
1187,4952668.518
1188,6337580.303
1189,5319657.36
1190,5668377.48
1191,6682653.192
1192,4954104.703
1193,4387933.869
1194,8997698.008
1195,4108371.279
1196,2854811.218
1197,4131487.58
1198,5183549.641
1199,4568106.751
1200,12884123.651
1201,4556632.934
1202,4301565.914
1203,3843772.458
1204,3513224.541
1205,3469547.984
1206,5736924.354
1207,4658643.168
1208,5807189.373
1209,4245365.017
1210,4164201.151
1211,9238277.9
1212,5488581.027
1213,5944159.215
1214,5790918.086
1215,6124801.518
1216,5620515.842
1217,3467278.595
1218,4032187.991
1219,6099037.665
1220,4892612.471
1221,5991388.393
1222,6105004.986
1223,5839674.81
1224,4572266.02
1225,6098322.062
1226,3725075.931
1227,9956455.934
1228,4997007.401
1229,4471611.875
1230,4912138.907
1231,5902706.686
1232,2877083.246
1233,5799161.067
1234,6407777.46
1235,3482431.185
1236,4212661.941
1237,4301395.426
1238,4355889.181
1239,5652661.472
1240,4055920.17
1241,5077635.347
1242,6168398.987
1243,4139452.912
1244,4945898.959
1245,4421643.122
1246,4692435.665
1247,4953003.076
1248,3413487.458
1249,4567091.09
1250,5127691.272
1251,3806542.293
1252,4001888.66
1253,6528359.457
1254,5652893.34
1255,3556416.481
1256,4553044.73
1257,4908897.382
1258,6202051.204
1259,3546867.553
1260,5455192.995
1261,5072684.103
1262,4813885.447
1263,3100198.967
1264,5219183.968
1265,4725929.215
1266,3284852.727
1267,4872495.792
1268,4087747.775
1269,5923282.145
1270,3726999.334
1271,6185607.68
1272,5992485.885
1273,3273490.052
1274,3124395.187
1275,5811692.563
1276,4189618.977
1277,4067506.101
1278,4989819.392
1279,4504099.978
1280,4906148.686
1281,5499937.4
1282,5701813.792
1283,3316645.205
1284,5763069.389
1285,6120760.158
1286,2604608.193
1287,4820827.425
1288,3779296.452
1289,3495594.516
1290,3550228.731
1291,4797065.188
1292,9768289.207
1293,5453679.946
1294,4298270.663
1295,4197715.94
1296,6430443.463
1297,5747731.727
1298,3629795.641
1299,4600412.782
1300,6013347.651
1301,4089303.459
1302,5186532.529
1303,4067445.671
1304,9064416.061
1305,4203372.759
1306,5320706.216
1307,4634754.431
1308,8551479.456
1309,4713880.2
1310,5531212.543
1311,4787027.493
1312,3330576.101
1313,5775775.283
1314,6302621.024
1315,5152715.887
1316,4749525.345
1317,4804618.161
1318,6701901.851
1319,6419365.633
1320,5841278.763
1321,4332169.236
1322,5140085.469
1323,3567180.911
1324,6911537.022
1325,3963445.899
1326,4250853.4
1327,6090500.918
1328,4741323.488
1329,4171524.466
1330,4913556.429
1331,4146510.5
1332,5606033.079
1333,3760228.015
1334,4827008.167
1335,5050988.762
1336,3940547.502
1337,4352267.538
1338,4349051.569
1339,4588892.079
1340,4846118.661
1341,5292766.417
1342,4807553.108
1343,2415005.219
1344,12882554.569
1345,2910417.443
1346,4052998.12
1347,3177333.738
1348,4160648.773
1349,5079431.947
1350,3724443.611
1351,8720309.506
1352,5017754.042
1353,3956345.23
1354,4007419.954
1355,3573747.2
1356,4270605.917
1357,3861277.17
1358,6489597.151
1359,3942416.437
1360,4147480.044
1361,5685815.825
1362,4382878.125
1363,3777659.569
1364,4254194.427
1365,3647531.231
1366,3987264.144
1367,5354865.083
1368,6035426.959
1369,7115669.94
1370,4537120.503
1371,6370399.47
1372,12235887.92
1373,5125387.516
1374,3781763.339
1375,4271256.639
1376,4628538.999
1377,3909995.435
1378,4391787.988
1379,4383710.153
1380,8697391.257
1381,7735209.546
1382,4613720.335
1383,7272646.078
1384,5155196.954
1385,4656691.369
1386,3968650.057
1387,4458080.704
1388,4963747.515
1389,3597782.889
1390,4853764.434
1391,6730647.528
1392,4522258.168
1393,6546394.809
1394,7113569.297
1395,5852863.985
1396,4379244.033
1397,3829080.17
1398,5093655.809
1399,4155028.931
1400,3917095.584
1401,5695405.078
1402,5398877.508
1403,4999225.829
1404,4639637.582
1405,5535953.618
1406,5069048.154
1407,7572400.631
1408,3958962.745
1409,5950124.306
1410,4239150.922
1411,7109564.825
1412,4132691.869
1413,8159148.123
1414,4020289.759
1415,5087330.06
1416,5495716.467
1417,3816584.423
1418,3807930.096
1419,8344560.396
1420,5860606.958
1421,4182282.477
1422,4811608.26
1423,5347976.055
1424,6235341.909
1425,4474187.16
1426,3336876.055
1427,4023860.538
1428,5769235.589
1429,3142573.917
1430,8695838.448
1431,4241436.676
1432,7079455.73
1433,6138292.758
1434,4343980.488
1435,7261793.635
1436,4624346.312
1437,5302903.563
1438,4463347.997
1439,6749840.53
1440,6129079.8
1441,5381151.835
1442,3147267.987
1443,5611013.594
1444,7278725.906
1445,4557654.802
1446,4794697.777
1447,3851460.086
1448,4192061.305
1449,6194148.823
1450,4120507.784
1451,4984810.352
1452,5431007.495
1453,5060341.67
1454,10164814.129
1455,4350675.806
1456,4196019.611
1457,5312573.73
1458,5858854.427
1459,3691134.136
1460,4357768.318
1461,6349123.966
1462,4504165.225
1463,3970261.892
1464,5659298.428
1465,4026935.33
1466,7288983.837
1467,8927649.279
1468,4618993.2
1469,6592200.183
1470,5017861.768
1471,5253067.827
1472,5657827.902
1473,3276421.034
1474,7183260.402
1475,3722247.77
1476,5305605.201
1477,6693739.175
1478,4316137.589
1479,5030750.74
1480,4574935.156
1481,4073686.463
1482,3792916.887
1483,5039037.221
1484,7779247.794
1485,4405184.338
1486,5081699.12
1487,6686882.529
1488,5485021.819
1489,5298991.317
1490,2731657.291
1491,4971836.379
1492,4606159.315
1493,5056118.968
1494,8329431.523
1495,6901557.207
1496,9949043.205
1497,4443360.82
1498,3310153.022
1499,5992687.297
1500,5373408.832
1501,5403161.577
1502,5776388.226
1503,4901263.524
1504,6107276.666
1505,3920936.893
1506,4440072.093
1507,4608089.229
1508,3620921.993
1509,6457503.428
1510,4869480.294
1511,5688146.851
1512,5447121.181
1513,4438485.987
1514,5657169.339
1515,7756247.162
1516,8711214.009
1517,5736354.504
1518,5218892.302
1519,9677600.047
1520,4973039.316
1521,4884212.602
1522,5609595.548
1523,6190056.301
1524,6658412.322
1525,3271630.993
1526,5241403.025
1527,5913886.376
1528,5378143.793
1529,5820779.146
1530,4615467.326
1531,4834623.76
1532,3930982.253
1533,4655467.194
1534,5010315.712
1535,11412501.453
1536,6194086.589
1537,4686800.198
1538,4761147.529
1539,4521823.131
1540,4760830.722
1541,3663098.25
1542,6452973.471
1543,6293353.837
1544,12505188.789
1545,2981750.137
1546,3887574.794
1547,3166021.3
1548,6325135.758
1549,4354655.786
1550,5493828.037
1551,6555870.065
1552,3358800.558
1553,4842842.016
1554,4082731.515
1555,5107319.737
1556,4476364.895
1557,4159716.307
1558,3637047.984
1559,4559354.123
1560,5284993.409
1561,8084867.131
1562,2302470.921
1563,5640620.508
1564,4252837.431
1565,5697535.345
1566,3799583.245
1567,3615147.636
1568,2809613.559
1569,5503687.631
1570,3611676.786
1571,7314880.566
1572,4684124.238
1573,4417356.327
1574,4650245.753
1575,10226663.066
1576,4676266.898
1577,3929632.678
1578,4016486.797
1579,5124398.243
1580,3190878.263
1581,4241366.983
1582,5111191.949
1583,7517566.004
1584,4946676.693
1585,3759707.336
1586,4773749.759
1587,6424566.963
1588,5051247.412
1589,5038797.232
1590,4875110.486
1591,4701217.908
1592,7859927.505
1593,4728832.078
1594,4955089.083
1595,5316612.519
1596,4043350.824
1597,5157861.543
1598,4008841.936
1599,4029791.486
1600,4154675.311
1601,4127331.669
1602,5249751.523
1603,3764326.669
1604,4422287.66
1605,5059634.23
1606,4811225.955
1607,4740769.973
1608,4133975.619
1609,5306597.235
1610,5294263.868
1611,4020424.019
1612,3009669.143
1613,4300842.225
1614,4403595.098
1615,4319792.161
1616,7132803.992
1617,5979049.431
1618,4914553.757
1619,6090520.227
1620,5495717.056
1621,4199412.204
1622,5583255.323
1623,4529573.833
1624,5511799.975
1625,4130785.974
1626,6175011.531
1627,6329592.363
1628,5882124.265
1629,5015186.108
1630,4894677.485
1631,6247374.742
1632,9181574.817
1633,8525274.039
1634,6061648.31
1635,5942026.815
1636,6065628.746
1637,5173579.723
1638,2696441.653
1639,4544501.877
1640,4249635.02
1641,4093592.321
1642,4914766.052
1643,5532513.408
1644,4028835.971
1645,4485205.119
1646,4132755.619
1647,5304364.231
1648,2660703.009
1649,4127656.038
1650,4221066.238
1651,5815816.776
1652,3181134.116
1653,5584805.634
1654,4880723.019
1655,4412745.618
1656,5575821.343
1657,3801713.167
1658,4482474.667
1659,4988500.16
1660,4750543.209
1661,4077062.069
1662,3483633.615
1663,4413052.037
